disclosure_id,politician_name,chamber,ticker,transaction_type,transaction_date,disclosure_date,reporting_lag_days,amount_range,signal_confidence,horizon_days,stock_return,spy_return,alpha
2189,Kelly Loeffler,Senate,CME,BUY,2020-03-19,2020-03-19,6,"$50,001 - $100,000",57.5,30,0.2345,0.1988,0.0357
2189,Kelly Loeffler,Senate,CME,BUY,2020-03-19,2020-03-19,6,"$50,001 - $100,000",57.5,90,0.1542,0.3034,-0.1493
2189,Kelly Loeffler,Senate,CME,BUY,2020-03-19,2020-03-19,6,"$50,001 - $100,000",57.5,180,0.0934,0.4289,-0.3356
2190,Kelly Loeffler,Senate,MSFT,BUY,2020-03-19,2020-03-19,35,"$15,001 - $50,000",53.25,30,0.2515,0.1988,0.0527
2190,Kelly Loeffler,Senate,MSFT,BUY,2020-03-19,2020-03-19,35,"$15,001 - $50,000",53.25,90,0.3649,0.3034,0.0614
2190,Kelly Loeffler,Senate,MSFT,BUY,2020-03-19,2020-03-19,35,"$15,001 - $50,000",53.25,180,0.4706,0.4289,0.0416
2281,"David A Perdue , Jr",Senate,CLX,SELL,2020-03-19,2020-03-19,4,"$1,001 - $15,000",50.8,90,-0.1116,-0.3034,0.1919
2281,"David A Perdue , Jr",Senate,CLX,SELL,2020-03-19,2020-03-19,4,"$1,001 - $15,000",50.8,30,-0.009,-0.1988,0.1898
2280,"David A Perdue , Jr",Senate,KR,SELL,2020-03-19,2020-03-19,14,"$1,001 - $15,000",50.8,180,0.0332,-0.4289,0.4621
2280,"David A Perdue , Jr",Senate,KR,SELL,2020-03-19,2020-03-19,14,"$1,001 - $15,000",50.8,90,0.0356,-0.3034,0.339
2280,"David A Perdue , Jr",Senate,KR,SELL,2020-03-19,2020-03-19,14,"$1,001 - $15,000",50.8,30,0.0658,-0.1988,0.2646
2279,"David A Perdue , Jr",Senate,GOOG,BUY,2020-03-19,2020-03-19,19,"$1,001 - $15,000",50.8,180,0.3821,0.4289,-0.0468
2278,"David A Perdue , Jr",Senate,KR,SELL,2020-03-19,2020-03-19,4,"$1,001 - $15,000",50.8,30,0.0658,-0.1988,0.2646
2277,"David A Perdue , Jr",Senate,SBUX,BUY,2020-03-19,2020-03-19,7,"$15,001 - $50,000",53.25,180,0.4442,0.4289,0.0152
2277,"David A Perdue , Jr",Senate,SBUX,BUY,2020-03-19,2020-03-19,7,"$15,001 - $50,000",53.25,90,0.2626,0.3034,-0.0409
2279,"David A Perdue , Jr",Senate,GOOG,BUY,2020-03-19,2020-03-19,19,"$1,001 - $15,000",50.8,90,0.3011,0.3034,-0.0023
2279,"David A Perdue , Jr",Senate,GOOG,BUY,2020-03-19,2020-03-19,19,"$1,001 - $15,000",50.8,30,0.1506,0.1988,-0.0482
2278,"David A Perdue , Jr",Senate,KR,SELL,2020-03-19,2020-03-19,4,"$1,001 - $15,000",50.8,180,0.0332,-0.4289,0.4621
2277,"David A Perdue , Jr",Senate,SBUX,BUY,2020-03-19,2020-03-19,7,"$15,001 - $50,000",53.25,30,0.2555,0.1988,0.0567
2278,"David A Perdue , Jr",Senate,KR,SELL,2020-03-19,2020-03-19,4,"$1,001 - $15,000",50.8,90,0.0356,-0.3034,0.339
2281,"David A Perdue , Jr",Senate,CLX,SELL,2020-03-19,2020-03-19,4,"$1,001 - $15,000",50.8,180,-0.1043,-0.4289,0.3247
2275,"David A Perdue , Jr",Senate,CDLX,BUY,2020-03-18,2020-03-18,31,"$100,001 - $250,000",67.5,180,1.4548,0.4248,1.0301
2178,Kelly Loeffler,Senate,ADM,SELL,2020-03-18,2020-03-18,1,"$15,001 - $50,000",53.25,180,-0.465,-0.4248,-0.0402
2178,Kelly Loeffler,Senate,ADM,SELL,2020-03-18,2020-03-18,1,"$15,001 - $50,000",53.25,90,-0.2466,-0.3117,0.065
2178,Kelly Loeffler,Senate,ADM,SELL,2020-03-18,2020-03-18,1,"$15,001 - $50,000",53.25,30,-0.1263,-0.2014,0.0751
2177,Kelly Loeffler,Senate,AIZ,BUY,2020-03-18,2020-03-18,16,"$250,001 - $500,000",57.5,180,0.5025,0.4248,0.0777
2177,Kelly Loeffler,Senate,AIZ,BUY,2020-03-18,2020-03-18,16,"$250,001 - $500,000",57.5,90,0.358,0.3117,0.0464
2177,Kelly Loeffler,Senate,AIZ,BUY,2020-03-18,2020-03-18,16,"$250,001 - $500,000",57.5,30,0.3159,0.2014,0.1145
2191,Kelly Loeffler,Senate,TDG,SELL,2020-03-18,2020-03-18,5,"$15,001 - $50,000",53.25,30,-0.3727,-0.2014,-0.1714
2191,Kelly Loeffler,Senate,TDG,SELL,2020-03-18,2020-03-18,5,"$15,001 - $50,000",53.25,90,-0.8927,-0.3117,-0.581
2191,Kelly Loeffler,Senate,TDG,SELL,2020-03-18,2020-03-18,5,"$15,001 - $50,000",53.25,180,-1.064,-0.4248,-0.6392
2267,"David A Perdue , Jr",Senate,GM,BUY,2020-03-18,2020-03-18,1,"$1,001 - $15,000",50.8,30,0.3381,0.2014,0.1367
2267,"David A Perdue , Jr",Senate,GM,BUY,2020-03-18,2020-03-18,1,"$1,001 - $15,000",50.8,90,0.6536,0.3117,0.3419
2267,"David A Perdue , Jr",Senate,GM,BUY,2020-03-18,2020-03-18,1,"$1,001 - $15,000",50.8,180,0.856,0.4248,0.4312
2268,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-18,2020-03-18,13,"$1,001 - $15,000",50.8,30,0.3,0.2014,0.0986
2268,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-18,2020-03-18,13,"$1,001 - $15,000",50.8,90,0.6678,0.3117,0.3561
2268,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-18,2020-03-18,13,"$1,001 - $15,000",50.8,180,0.9885,0.4248,0.5637
2269,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,15,"$1,001 - $15,000",50.8,30,0.0584,-0.2014,0.2597
2269,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,15,"$1,001 - $15,000",50.8,90,0.0362,-0.3117,0.3478
2269,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,15,"$1,001 - $15,000",50.8,180,0.0219,-0.4248,0.4467
2270,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,5,"$1,001 - $15,000",50.8,30,0.0584,-0.2014,0.2597
2270,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,5,"$1,001 - $15,000",50.8,90,0.0362,-0.3117,0.3478
2270,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,5,"$1,001 - $15,000",50.8,180,0.0219,-0.4248,0.4467
2271,"David A Perdue , Jr",Senate,BAC,BUY,2020-03-18,2020-03-18,6,"$1,001 - $15,000",50.8,30,0.1198,0.2014,-0.0816
2271,"David A Perdue , Jr",Senate,BAC,BUY,2020-03-18,2020-03-18,6,"$1,001 - $15,000",50.8,90,0.2496,0.3117,-0.062
2271,"David A Perdue , Jr",Senate,BAC,BUY,2020-03-18,2020-03-18,6,"$1,001 - $15,000",50.8,180,0.2559,0.4248,-0.1689
2272,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,21,"$1,001 - $15,000",50.8,30,0.0584,-0.2014,0.2597
2272,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,21,"$1,001 - $15,000",50.8,90,0.0362,-0.3117,0.3478
2272,"David A Perdue , Jr",Senate,KR,SELL,2020-03-18,2020-03-18,21,"$1,001 - $15,000",50.8,180,0.0219,-0.4248,0.4467
2273,"David A Perdue , Jr",Senate,UHAL,BUY,2020-03-18,2020-03-18,16,"$1,001 - $15,000",50.8,30,-0.0023,0.2014,-0.2037
2273,"David A Perdue , Jr",Senate,UHAL,BUY,2020-03-18,2020-03-18,16,"$1,001 - $15,000",50.8,90,0.135,0.3117,-0.1767
2273,"David A Perdue , Jr",Senate,UHAL,BUY,2020-03-18,2020-03-18,16,"$1,001 - $15,000",50.8,180,0.3565,0.4248,-0.0683
2274,"David A Perdue , Jr",Senate,CDLX,BUY,2020-03-18,2020-03-18,34,"$100,001 - $250,000",67.5,30,0.5532,0.2014,0.3518
2274,"David A Perdue , Jr",Senate,CDLX,BUY,2020-03-18,2020-03-18,34,"$100,001 - $250,000",67.5,90,1.506,0.3117,1.1944
2274,"David A Perdue , Jr",Senate,CDLX,BUY,2020-03-18,2020-03-18,34,"$100,001 - $250,000",67.5,180,1.4548,0.4248,1.0301
2275,"David A Perdue , Jr",Senate,CDLX,BUY,2020-03-18,2020-03-18,31,"$100,001 - $250,000",67.5,30,0.5532,0.2014,0.3518
2275,"David A Perdue , Jr",Senate,CDLX,BUY,2020-03-18,2020-03-18,31,"$100,001 - $250,000",67.5,90,1.506,0.3117,1.1944
2276,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-18,2020-03-18,2,"$1,001 - $15,000",50.8,30,0.3,0.2014,0.0986
2276,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-18,2020-03-18,2,"$1,001 - $15,000",50.8,90,0.6678,0.3117,0.3561
2276,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-18,2020-03-18,2,"$1,001 - $15,000",50.8,180,0.9885,0.4248,0.5637
2196,Tina Smith,Senate,DXCM,SELL,2020-03-17,2020-03-17,2,"$250,001 - $500,000",57.5,180,-0.9295,-0.3351,-0.5944
2197,Tina Smith,Senate,PODD,SELL,2020-03-17,2020-03-17,14,"$250,001 - $500,000",57.5,30,-0.4784,-0.1105,-0.3678
2197,Tina Smith,Senate,PODD,SELL,2020-03-17,2020-03-17,14,"$250,001 - $500,000",57.5,90,-0.4203,-0.2217,-0.1986
2197,Tina Smith,Senate,PODD,SELL,2020-03-17,2020-03-17,14,"$250,001 - $500,000",57.5,180,-0.6262,-0.3351,-0.2912
2266,"David A Perdue , Jr",Senate,HUN,BUY,2020-03-17,2020-03-17,19,"$1,001 - $15,000",50.8,180,0.5229,0.3351,0.1879
2266,"David A Perdue , Jr",Senate,HUN,BUY,2020-03-17,2020-03-17,19,"$1,001 - $15,000",50.8,90,0.2467,0.2217,0.0249
2266,"David A Perdue , Jr",Senate,HUN,BUY,2020-03-17,2020-03-17,19,"$1,001 - $15,000",50.8,30,-0.0113,0.1105,-0.1218
2180,Kelly Loeffler,Senate,DAL,BUY,2020-03-17,2020-03-17,12,"$50,001 - $100,000",57.5,180,-0.0013,0.3351,-0.3363
2265,"David A Perdue , Jr",Senate,WFC,BUY,2020-03-17,2020-03-17,6,"$1,001 - $15,000",50.8,180,-0.1608,0.3351,-0.4959
2265,"David A Perdue , Jr",Senate,WFC,BUY,2020-03-17,2020-03-17,6,"$1,001 - $15,000",50.8,90,-0.0286,0.2217,-0.2503
2180,Kelly Loeffler,Senate,DAL,BUY,2020-03-17,2020-03-17,12,"$50,001 - $100,000",57.5,90,-0.0403,0.2217,-0.2621
2180,Kelly Loeffler,Senate,DAL,BUY,2020-03-17,2020-03-17,12,"$50,001 - $100,000",57.5,30,-0.2823,0.1105,-0.3928
2265,"David A Perdue , Jr",Senate,WFC,BUY,2020-03-17,2020-03-17,6,"$1,001 - $15,000",50.8,30,-0.0925,0.1105,-0.203
2264,"David A Perdue , Jr",Senate,KR,SELL,2020-03-17,2020-03-17,46,"$1,001 - $15,000",50.8,180,-0.0519,-0.3351,0.2832
2264,"David A Perdue , Jr",Senate,KR,SELL,2020-03-17,2020-03-17,46,"$1,001 - $15,000",50.8,90,0.0233,-0.2217,0.245
2264,"David A Perdue , Jr",Senate,KR,SELL,2020-03-17,2020-03-17,46,"$1,001 - $15,000",50.8,30,0.0318,-0.1105,0.1423
2254,"David A Perdue , Jr",Senate,UHAL,BUY,2020-03-17,2020-03-17,4,"$1,001 - $15,000",50.8,30,-0.0564,0.1105,-0.1669
2254,"David A Perdue , Jr",Senate,UHAL,BUY,2020-03-17,2020-03-17,4,"$1,001 - $15,000",50.8,90,0.0938,0.2217,-0.1279
2254,"David A Perdue , Jr",Senate,UHAL,BUY,2020-03-17,2020-03-17,4,"$1,001 - $15,000",50.8,180,0.3068,0.3351,-0.0283
2255,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-17,2020-03-17,6,"$1,001 - $15,000",50.8,30,0.0731,0.1105,-0.0374
2255,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-17,2020-03-17,6,"$1,001 - $15,000",50.8,90,0.4564,0.2217,0.2346
2255,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-17,2020-03-17,6,"$1,001 - $15,000",50.8,180,0.6846,0.3351,0.3495
2256,"David A Perdue , Jr",Senate,AXTA,BUY,2020-03-17,2020-03-17,22,"$1,001 - $15,000",50.8,30,0.1453,0.1105,0.0348
2256,"David A Perdue , Jr",Senate,AXTA,BUY,2020-03-17,2020-03-17,22,"$1,001 - $15,000",50.8,90,0.5716,0.2217,0.3499
2256,"David A Perdue , Jr",Senate,AXTA,BUY,2020-03-17,2020-03-17,22,"$1,001 - $15,000",50.8,180,0.5957,0.3351,0.2607
2257,"David A Perdue , Jr",Senate,PG,SELL,2020-03-17,2020-03-17,16,"$15,001 - $50,000",53.25,30,-0.0276,-0.1105,0.083
2257,"David A Perdue , Jr",Senate,PG,SELL,2020-03-17,2020-03-17,16,"$15,001 - $50,000",53.25,90,0.0065,-0.2217,0.2283
2257,"David A Perdue , Jr",Senate,PG,SELL,2020-03-17,2020-03-17,16,"$15,001 - $50,000",53.25,180,-0.1835,-0.3351,0.1515
2258,"David A Perdue , Jr",Senate,PEP,SELL,2020-03-17,2020-03-17,4,"$15,001 - $50,000",53.25,30,-0.062,-0.1105,0.0485
2258,"David A Perdue , Jr",Senate,PEP,SELL,2020-03-17,2020-03-17,4,"$15,001 - $50,000",53.25,90,-0.0295,-0.2217,0.1922
2258,"David A Perdue , Jr",Senate,PEP,SELL,2020-03-17,2020-03-17,4,"$15,001 - $50,000",53.25,180,-0.0793,-0.3351,0.2558
2263,"David A Perdue , Jr",Senate,MSM,BUY,2020-03-17,2020-03-17,37,"$1,001 - $15,000",50.8,180,0.1346,0.3351,-0.2004
2263,"David A Perdue , Jr",Senate,MSM,BUY,2020-03-17,2020-03-17,37,"$1,001 - $15,000",50.8,90,0.2584,0.2217,0.0367
2263,"David A Perdue , Jr",Senate,MSM,BUY,2020-03-17,2020-03-17,37,"$1,001 - $15,000",50.8,30,0.0381,0.1105,-0.0724
2262,"David A Perdue , Jr",Senate,SYY,BUY,2020-03-17,2020-03-17,21,"$1,001 - $15,000",50.8,180,0.8112,0.3351,0.4761
2262,"David A Perdue , Jr",Senate,SYY,BUY,2020-03-17,2020-03-17,21,"$1,001 - $15,000",50.8,90,0.5823,0.2217,0.3606
2262,"David A Perdue , Jr",Senate,SYY,BUY,2020-03-17,2020-03-17,21,"$1,001 - $15,000",50.8,30,0.3188,0.1105,0.2083
2261,"David A Perdue , Jr",Senate,CTSH,BUY,2020-03-17,2020-03-17,21,"$1,001 - $15,000",50.8,180,0.371,0.3351,0.036
2261,"David A Perdue , Jr",Senate,CTSH,BUY,2020-03-17,2020-03-17,21,"$1,001 - $15,000",50.8,90,0.0958,0.2217,-0.126
2261,"David A Perdue , Jr",Senate,CTSH,BUY,2020-03-17,2020-03-17,21,"$1,001 - $15,000",50.8,30,0.0273,0.1105,-0.0832
2260,"David A Perdue , Jr",Senate,FHB,BUY,2020-03-17,2020-03-17,3,"$1,001 - $15,000",50.8,180,-0.1857,0.3351,-0.5208
2260,"David A Perdue , Jr",Senate,FHB,BUY,2020-03-17,2020-03-17,3,"$1,001 - $15,000",50.8,90,-0.088,0.2217,-0.3098
2260,"David A Perdue , Jr",Senate,FHB,BUY,2020-03-17,2020-03-17,3,"$1,001 - $15,000",50.8,30,-0.2174,0.1105,-0.3279
2259,"David A Perdue , Jr",Senate,NWSA,BUY,2020-03-17,2020-03-17,8,"$1,001 - $15,000",50.8,180,0.3842,0.3351,0.0491
2259,"David A Perdue , Jr",Senate,NWSA,BUY,2020-03-17,2020-03-17,8,"$1,001 - $15,000",50.8,90,0.0836,0.2217,-0.1381
2259,"David A Perdue , Jr",Senate,NWSA,BUY,2020-03-17,2020-03-17,8,"$1,001 - $15,000",50.8,30,-0.2243,0.1105,-0.3348
2179,Kelly Loeffler,Senate,PRU,BUY,2020-03-17,2020-03-17,6,"$15,001 - $50,000",53.25,180,0.5094,0.3351,0.1744
2179,Kelly Loeffler,Senate,PRU,BUY,2020-03-17,2020-03-17,6,"$15,001 - $50,000",53.25,90,0.4068,0.2217,0.185
2179,Kelly Loeffler,Senate,PRU,BUY,2020-03-17,2020-03-17,6,"$15,001 - $50,000",53.25,30,0.1202,0.1105,0.0096
2187,Kelly Loeffler,Senate,DG,SELL,2020-03-17,2020-03-17,8,"$1,001 - $15,000",50.8,30,-0.1683,-0.1105,-0.0577
2187,Kelly Loeffler,Senate,DG,SELL,2020-03-17,2020-03-17,8,"$1,001 - $15,000",50.8,90,-0.2184,-0.2217,0.0033
2187,Kelly Loeffler,Senate,DG,SELL,2020-03-17,2020-03-17,8,"$1,001 - $15,000",50.8,180,-0.3028,-0.3351,0.0322
2188,Kelly Loeffler,Senate,TDG,SELL,2020-03-17,2020-03-17,3,"$50,001 - $100,000",57.5,30,0.0448,-0.1105,0.1553
2188,Kelly Loeffler,Senate,TDG,SELL,2020-03-17,2020-03-17,3,"$50,001 - $100,000",57.5,90,-0.4594,-0.2217,-0.2377
2188,Kelly Loeffler,Senate,TDG,SELL,2020-03-17,2020-03-17,3,"$50,001 - $100,000",57.5,180,-0.6055,-0.3351,-0.2704
2196,Tina Smith,Senate,DXCM,SELL,2020-03-17,2020-03-17,2,"$250,001 - $500,000",57.5,30,-0.5411,-0.1105,-0.4305
2196,Tina Smith,Senate,DXCM,SELL,2020-03-17,2020-03-17,2,"$250,001 - $500,000",57.5,90,-1.0064,-0.2217,-0.7847
2181,Kelly Loeffler,Senate,AIG,BUY,2020-03-16,2020-03-16,16,"$50,001 - $100,000",57.5,90,0.4356,0.2758,0.1598
2182,Kelly Loeffler,Senate,CVX,BUY,2020-03-16,2020-03-16,4,"$100,001 - $250,000",67.5,180,0.1473,0.4071,-0.2598
2182,Kelly Loeffler,Senate,CVX,BUY,2020-03-16,2020-03-16,4,"$100,001 - $250,000",67.5,90,0.345,0.2758,0.0692
2182,Kelly Loeffler,Senate,CVX,BUY,2020-03-16,2020-03-16,4,"$100,001 - $250,000",67.5,30,0.1835,0.1649,0.0186
2245,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,12,"$1,001 - $15,000",50.8,30,-0.0299,-0.1649,0.135
2245,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,12,"$1,001 - $15,000",50.8,90,-0.0422,-0.2758,0.2336
2245,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,12,"$1,001 - $15,000",50.8,180,-0.1162,-0.4071,0.291
2246,"David A Perdue , Jr",Senate,AXTA,BUY,2020-03-16,2020-03-16,6,"$1,001 - $15,000",50.8,30,0.1144,0.1649,-0.0505
2246,"David A Perdue , Jr",Senate,AXTA,BUY,2020-03-16,2020-03-16,6,"$1,001 - $15,000",50.8,90,0.4261,0.2758,0.1503
2246,"David A Perdue , Jr",Senate,AXTA,BUY,2020-03-16,2020-03-16,6,"$1,001 - $15,000",50.8,180,0.4891,0.4071,0.0819
2247,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,16,"$1,001 - $15,000",50.8,30,-0.0299,-0.1649,0.135
2247,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,16,"$1,001 - $15,000",50.8,90,-0.0422,-0.2758,0.2336
2247,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,16,"$1,001 - $15,000",50.8,180,-0.1162,-0.4071,0.291
2248,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,4,"$1,001 - $15,000",50.8,30,-0.0299,-0.1649,0.135
2248,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,4,"$1,001 - $15,000",50.8,90,-0.0422,-0.2758,0.2336
2248,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,4,"$1,001 - $15,000",50.8,180,-0.1162,-0.4071,0.291
2249,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,1,"$15,001 - $50,000",53.25,30,-0.0299,-0.1649,0.135
2249,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,1,"$15,001 - $50,000",53.25,90,-0.0422,-0.2758,0.2336
2249,"David A Perdue , Jr",Senate,KR,SELL,2020-03-16,2020-03-16,1,"$15,001 - $50,000",53.25,180,-0.1162,-0.4071,0.291
2250,"David A Perdue , Jr",Senate,RF,BUY,2020-03-16,2020-03-16,10,"$1,001 - $15,000",50.8,30,0.1179,0.1649,-0.0469
2250,"David A Perdue , Jr",Senate,RF,BUY,2020-03-16,2020-03-16,10,"$1,001 - $15,000",50.8,90,0.4503,0.2758,0.1745
2250,"David A Perdue , Jr",Senate,RF,BUY,2020-03-16,2020-03-16,10,"$1,001 - $15,000",50.8,180,0.4227,0.4071,0.0155
2251,"David A Perdue , Jr",Senate,FOX,BUY,2020-03-16,2020-03-16,8,"$1,001 - $15,000",50.8,30,0.0854,0.1649,-0.0795
2251,"David A Perdue , Jr",Senate,FOX,BUY,2020-03-16,2020-03-16,8,"$1,001 - $15,000",50.8,90,0.2053,0.2758,-0.0705
2251,"David A Perdue , Jr",Senate,FOX,BUY,2020-03-16,2020-03-16,8,"$1,001 - $15,000",50.8,180,0.2236,0.4071,-0.1836
2252,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-16,2020-03-16,3,"$1,001 - $15,000",50.8,30,0.0595,0.1649,-0.1054
2252,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-16,2020-03-16,3,"$1,001 - $15,000",50.8,90,0.3528,0.2758,0.077
2252,"David A Perdue , Jr",Senate,LYV,BUY,2020-03-16,2020-03-16,3,"$1,001 - $15,000",50.8,180,0.5737,0.4071,0.1665
2253,"David A Perdue , Jr",Senate,HUN,BUY,2020-03-16,2020-03-16,20,"$1,001 - $15,000",50.8,30,0.0719,0.1649,-0.0929
2253,"David A Perdue , Jr",Senate,HUN,BUY,2020-03-16,2020-03-16,20,"$1,001 - $15,000",50.8,90,0.3217,0.2758,0.0459
2253,"David A Perdue , Jr",Senate,HUN,BUY,2020-03-16,2020-03-16,20,"$1,001 - $15,000",50.8,180,0.6657,0.4071,0.2586
2186,Kelly Loeffler,Senate,CME,SELL,2020-03-16,2020-03-16,25,"$15,001 - $50,000",53.25,180,-0.1093,-0.4071,0.2978
2181,Kelly Loeffler,Senate,AIG,BUY,2020-03-16,2020-03-16,16,"$50,001 - $100,000",57.5,180,0.234,0.4071,-0.1731
2186,Kelly Loeffler,Senate,CME,SELL,2020-03-16,2020-03-16,25,"$15,001 - $50,000",53.25,30,-0.2453,-0.1649,-0.0805
2186,Kelly Loeffler,Senate,CME,SELL,2020-03-16,2020-03-16,25,"$15,001 - $50,000",53.25,90,-0.1815,-0.2758,0.0943
2184,Kelly Loeffler,Senate,ADP,SELL,2020-03-16,2020-03-16,7,"$1,001 - $15,000",50.8,30,-0.124,-0.1649,0.0409
2184,Kelly Loeffler,Senate,ADP,SELL,2020-03-16,2020-03-16,7,"$1,001 - $15,000",50.8,90,-0.2075,-0.2758,0.0683
2184,Kelly Loeffler,Senate,ADP,SELL,2020-03-16,2020-03-16,7,"$1,001 - $15,000",50.8,180,-0.1034,-0.4071,0.3038
2185,Kelly Loeffler,Senate,FIS,SELL,2020-03-16,2020-03-16,13,"$1,001 - $15,000",50.8,30,-0.109,-0.1649,0.0559
2185,Kelly Loeffler,Senate,FIS,SELL,2020-03-16,2020-03-16,13,"$1,001 - $15,000",50.8,90,-0.2683,-0.2758,0.0075
2185,Kelly Loeffler,Senate,FIS,SELL,2020-03-16,2020-03-16,13,"$1,001 - $15,000",50.8,180,-0.3376,-0.4071,0.0695
2181,Kelly Loeffler,Senate,AIG,BUY,2020-03-16,2020-03-16,16,"$50,001 - $100,000",57.5,30,0.0357,0.1649,-0.1292
2241,"David A Perdue , Jr",Senate,TRP,BUY,2020-03-13,2020-03-13,5,"$1,001 - $15,000",50.8,30,0.1333,0.039,0.0943
2240,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,10,"$1,001 - $15,000",50.8,180,-0.157,-0.2747,0.1177
2240,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,10,"$1,001 - $15,000",50.8,90,-0.0698,-0.1227,0.0529
2240,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,10,"$1,001 - $15,000",50.8,30,-0.0114,-0.039,0.0276
2239,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,6,"$1,001 - $15,000",50.8,180,-0.157,-0.2747,0.1177
2239,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,6,"$1,001 - $15,000",50.8,90,-0.0698,-0.1227,0.0529
2183,Kelly Loeffler,Senate,CSCO,BUY,2020-03-13,2020-03-13,9,"$100,001 - $250,000",67.5,180,0.0847,0.2747,-0.1899
2239,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,6,"$1,001 - $15,000",50.8,30,-0.0114,-0.039,0.0276
2238,"David A Perdue , Jr",Senate,ENB,BUY,2020-03-13,2020-03-13,6,"$1,001 - $15,000",50.8,180,0.0642,0.2747,-0.2105
2238,"David A Perdue , Jr",Senate,ENB,BUY,2020-03-13,2020-03-13,6,"$1,001 - $15,000",50.8,90,0.0026,0.1227,-0.1202
2238,"David A Perdue , Jr",Senate,ENB,BUY,2020-03-13,2020-03-13,6,"$1,001 - $15,000",50.8,30,-0.0721,0.039,-0.1111
2334,Kelly Loeffler,Senate,PRU,BUY,2020-03-13,2020-03-13,4,"$15,001 - $50,000",53.25,30,0.1092,0.039,0.0702
2334,Kelly Loeffler,Senate,PRU,BUY,2020-03-13,2020-03-13,4,"$15,001 - $50,000",53.25,90,0.1626,0.1227,0.0398
2334,Kelly Loeffler,Senate,PRU,BUY,2020-03-13,2020-03-13,4,"$15,001 - $50,000",53.25,180,0.3372,0.2747,0.0625
2183,Kelly Loeffler,Senate,CSCO,BUY,2020-03-13,2020-03-13,9,"$100,001 - $250,000",67.5,90,0.1712,0.1227,0.0485
2183,Kelly Loeffler,Senate,CSCO,BUY,2020-03-13,2020-03-13,9,"$100,001 - $250,000",67.5,30,0.105,0.039,0.0659
2244,"David A Perdue , Jr",Senate,TRP,BUY,2020-03-13,2020-03-13,3,"$1,001 - $15,000",50.8,180,0.1213,0.2747,-0.1534
2244,"David A Perdue , Jr",Senate,TRP,BUY,2020-03-13,2020-03-13,3,"$1,001 - $15,000",50.8,90,0.0214,0.1227,-0.1013
2244,"David A Perdue , Jr",Senate,TRP,BUY,2020-03-13,2020-03-13,3,"$1,001 - $15,000",50.8,30,0.1333,0.039,0.0943
2243,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,8,"$1,001 - $15,000",50.8,180,-0.157,-0.2747,0.1177
2243,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,8,"$1,001 - $15,000",50.8,90,-0.0698,-0.1227,0.0529
2243,"David A Perdue , Jr",Senate,KR,SELL,2020-03-13,2020-03-13,8,"$1,001 - $15,000",50.8,30,-0.0114,-0.039,0.0276
2242,"David A Perdue , Jr",Senate,ENB,BUY,2020-03-13,2020-03-13,1,"$1,001 - $15,000",50.8,180,0.0642,0.2747,-0.2105
